0.000000 -0.000000
0.000000 -0.000000
0.000000 -0.000000
0.000000 -0.000000
0.000000 -0.000000
0.000000 -0.000000
0.000000 -0.000001
0.000000 -0.000001
0.000000 -0.000002
0.000000 -0.000002
0.000000 -0.000003
0.000000 -0.000004
0.000000 -0.000006
0.000000 -0.000008
0.000000 -0.000010
0.000000 -0.000013
0.000000 -0.000016
0.000000 -0.000020
0.000000 -0.000024
0.000000 -0.000029
0.000000 -0.000035
0.000000 -0.000042
0.000000 -0.000050
0.000000 -0.000059
0.000000 -0.000069
0.000000 -0.000080
0.000000 -0.000093
0.000001 -0.000107
0.000001 -0.000123
0.000001 -0.000140
0.000001 -0.000159
0.000001 -0.000180
0.000001 -0.000204
0.000002 -0.000229
0.000002 -0.000257
0.000002 -0.000287
0.000002 -0.000319
0.000003 -0.000355
0.000003 -0.000393
0.000004 -0.000435
0.000005 -0.000479
0.000005 -0.000527
0.000006 -0.000579
0.000007 -0.000634
0.000008 -0.000694
0.000009 -0.000757
0.000010 -0.000824
0.000012 -0.000896
0.000013 -0.000973
0.000015 -0.001055
0.000017 -0.001141
0.000019 -0.001233
0.000021 -0.001330
0.000023 -0.001433
0.000026 -0.001542
0.000029 -0.001657
0.000032 -0.001779
0.000036 -0.001907
0.000040 -0.002042
0.000044 -0.002183
0.000049 -0.002333
0.000054 -0.002489
0.000059 -0.002654
0.000065 -0.002826
0.000072 -0.003007
0.000078 -0.003197
0.000086 -0.003395
0.000094 -0.003603
0.000103 -0.003820
0.000112 -0.004046
0.000122 -0.004283
0.000132 -0.004530
0.000144 -0.004787
0.000156 -0.005055
0.000169 -0.005335
0.000184 -0.005626
0.000199 -0.005929
0.000215 -0.006243
0.000232 -0.006571
0.000250 -0.006911
0.000270 -0.007264
0.000290 -0.007630
0.000312 -0.008010
0.000336 -0.008404
0.000361 -0.008813
0.000387 -0.009237
0.000415 -0.009675
0.000445 -0.010129
0.000476 -0.010599
0.000509 -0.011085
0.000544 -0.011588
0.000581 -0.012107
0.000621 -0.012644
0.000662 -0.013199
0.000706 -0.013771
0.000752 -0.014362
0.000800 -0.014972
0.000851 -0.015601
0.000905 -0.016250
0.000962 -0.016919
0.001022 -0.017608
0.001084 -0.018319
0.001150 -0.019050
0.001219 -0.019803
0.001292 -0.020579
0.001368 -0.021377
0.001448 -0.022197
0.001531 -0.023042
0.001619 -0.023910
0.001711 -0.024802
0.001807 -0.025719
0.001908 -0.026662
0.002013 -0.027630
0.002123 -0.028624
0.002238 -0.029644
0.002358 -0.030692
0.002484 -0.031767
0.002615 -0.032870
0.002752 -0.034002
0.002895 -0.035162
0.003044 -0.036352
0.003199 -0.037571
0.003361 -0.038821
0.003529 -0.040102
0.003705 -0.041414
0.003888 -0.042758
0.004078 -0.044135
0.004276 -0.045544
0.004482 -0.046985
0.004696 -0.048462
0.004918 -0.049973
0.005150 -0.051518
0.005390 -0.053099
0.005640 -0.054716
0.005899 -0.056369
0.006168 -0.058060
0.006447 -0.059787
0.006737 -0.061553
0.007038 -0.063358
0.007349 -0.065202
0.007672 -0.067085
0.008007 -0.069008
0.008354 -0.070972
0.008713 -0.072977
0.009086 -0.075025
0.009471 -0.077113
0.009870 -0.079245
0.010283 -0.081423
0.010710 -0.083641
0.011151 -0.085904
0.011609 -0.088215
0.012081 -0.090568
0.012569 -0.092971
0.013075 -0.095422
0.013596 -0.097918
0.014135 -0.100463
0.014691 -0.103054
0.015266 -0.105696
0.015860 -0.108388
0.016472 -0.111130
0.017104 -0.113923
0.017757 -0.116768
0.018430 -0.119664
0.019123 -0.122611
0.019839 -0.125612
0.020576 -0.128669
0.021337 -0.131778
0.022121 -0.134944
0.022929 -0.138166
0.023761 -0.141443
0.024619 -0.144780
0.025502 -0.148171
0.026411 -0.151621
0.027348 -0.155129
0.028312 -0.158696
0.029303 -0.162323
0.030324 -0.166010
0.031374 -0.169759
0.032455 -0.173569
0.033566 -0.177441
0.034710 -0.181378
0.035885 -0.185377
0.037094 -0.189439
0.038336 -0.193568
0.039613 -0.197758
0.040924 -0.202015
0.042271 -0.206334
0.043656 -0.210727
0.045080 -0.215189
0.046541 -0.219715
0.048042 -0.224313
0.049583 -0.228977
0.051166 -0.233716
0.052791 -0.238523
0.054457 -0.243398
0.056167 -0.248344
0.057921 -0.253364
0.059721 -0.258454
0.061565 -0.263613
0.063459 -0.268852
0.065401 -0.274163
0.067393 -0.279551
0.069435 -0.285014
0.071528 -0.290552
0.073674 -0.296168
0.075873 -0.301862
0.078127 -0.307632
0.080437 -0.313481
0.082805 -0.319412
0.085229 -0.325418
0.085229 -0.325418
0.087711 -0.331503
0.090254 -0.337670
0.092859 -0.343917
0.092859 -0.343917
0.095526 -0.350245
0.098256 -0.356655
0.101052 -0.363149
0.101052 -0.363149
0.103914 -0.369725
0.103914 -0.369725
0.106843 -0.376383
0.109841 -0.383125
0.112908 -0.389952
0.112908 -0.389952
0.112908 -0.389952
0.112908 -0.389952
0.112908 -0.389952
0.116045 -0.396859
0.119256 -0.403855
0.122542 -0.410937
0.125902 -0.418105
0.125902 -0.418105
0.125902 -0.418105
0.125902 -0.418105
0.129340 -0.425359
0.129340 -0.425359
0.129340 -0.425359
0.132855 -0.432701
0.136450 -0.440129
0.140126 -0.447646
0.143886 -0.455254
0.147728 -0.462947
0.151656 -0.470730
0.155676 -0.478611
0.159778 -0.486571
0.163966 -0.494613
0.163966 -0.494613
0.163966 -0.494613
0.163966 -0.494613
0.163966 -0.494613
0.168250 -0.502753
0.168250 -0.502753
0.168250 -0.502753
0.168250 -0.502753
0.172628 -0.510986
0.177099 -0.519305
0.177099 -0.519305
0.181651 -0.527688
0.181651 -0.527688
0.181651 -0.527688
0.186318 -0.536195
0.191085 -0.544792
0.195955 -0.553484
0.195955 -0.553484
0.195955 -0.553484
0.195955 -0.553484
0.195955 -0.553484
0.195955 -0.553484
0.195955 -0.553484
0.200927 -0.562267
0.200927 -0.562267
0.206005 -0.571144
0.206005 -0.571144
0.206005 -0.571144
0.206005 -0.571144
0.211191 -0.580116
0.216486 -0.589180
0.216486 -0.589180
0.221890 -0.598336
0.227409 -0.607590
0.233041 -0.616935
0.238786 -0.626369
0.238786 -0.626369
0.238786 -0.626369
0.244653 -0.635903
0.244653 -0.635903
0.244653 -0.635903
0.244653 -0.635903
0.244653 -0.635903
0.250640 -0.645531
0.250640 -0.645531
0.256750 -0.655254
0.262985 -0.665074
0.269347 -0.674990
0.269347 -0.674990
